Name;Description;RecipeCategory;Calories;FatContent;SaturatedFatContent;CholesterolContent;SodiumContent;CarbohydrateContent;FiberContent;SugarContent;ProteinContent
No-Bake Fudge Nougats;Make and share this No-Bake Fudge Nougats recipe from Food.com.;Bar Cookie;4824.9;223.8;108.2;317.1;2190.3;695.3;24.0;522.5;58.4
Biscotti Di Anise;Make and share this Biscotti Di Anise recipe from Food.com.;Dessert;962.5;46.4;17.3;219.6;636.7;120.1;6.4;52.3;21.6
Boerenkool (Kale with Potatoes and Meat);Make and share this Boerenkool (Kale with Potatoes and Meat) recipe from Food.com.;Meat;712.2;34.0;13.8;49.5;1385.4;84.5;12.7;2.4;24.9
Dutch Mayonnaise;Make and share this Dutch Mayonnaise recipe from Food.com.;Dutch;1627.2;181.1;14.7;302.1;477.1;1.4;0.2;0.2;4.1
"Erwtensoep (Green Pea, Pigs Feet &amp; Frankfurter Soup)";"Make and share this Erwtensoep (Green Pea, Pigs Feet &amp; Frankfurter Soup) recipe from Food.com.";Pork;609.0;49.6;18.3;81.7;1138.1;22.8;5.4;9.0;18.2
Slavinken;Make and share this Slavinken recipe from Food.com.;< 15 Mins;125.4;11.1;3.7;16.3;806.2;2.9;0.3;0.2;3.3
Dutch Buttercake;Make and share this Dutch Buttercake recipe from Food.com.;Dessert;312.7;19.1;11.8;65.4;58.5;32.7;0.7;13.5;3.2
Gehaktballen: Dutch meatballs;Make and share this Gehaktballen: Dutch meatballs recipe from Food.com.;Pork;233.8;15.9;8.2;105.1;1068.0;8.5;0.8;1.3;13.9
Cafe Diablo;Make and share this Cafe Diablo recipe from Food.com.;Beverages;992.9;8.7;5.0;0.0;103.1;144.3;3.8;136.5;2.3
Lemon Pepper Seasoning Mix;Make and share this Lemon Pepper Seasoning Mix recipe from Food.com.;Low Cholesterol;375.3;6.3;1.2;0.0;55.3;92.7;39.0;7.0;15.2
Grilled Lemon Chicken;Make and share this Grilled Lemon Chicken recipe from Food.com.;Chicken Breast;123.2;13.5;1.9;0.0;0.4;1.3;0.1;0.4;0.1
Lemon-Barbecued Chicken;Make and share this Lemon-Barbecued Chicken recipe from Food.com.;Whole Chicken;740.4;61.7;13.7;172.5;452.8;2.1;0.2;0.7;43.0
Lemon-Buttered Salmon;Make and share this Lemon-Buttered Salmon recipe from Food.com.;Microwave;197.7;10.8;4.6;67.6;136.1;0.7;0.1;0.2;23.4
Lemon-Dilly Chicken Saute;Make and share this Lemon-Dilly Chicken Saute recipe from Food.com.;Chicken Breast;245.8;8.9;1.5;68.4;175.9;10.7;0.7;1.1;29.1
Lemon-Pineapple Baked Chicken;Make and share this Lemon-Pineapple Baked Chicken recipe from Food.com.;Chicken Breast;193.2;6.9;2.0;46.4;462.9;17.7;1.2;14.0;15.8
Pineapple Crumble Bars;Make and share this Pineapple Crumble Bars recipe from Food.com.;Bar Cookie;138.3;6.5;3.7;15.2;41.4;19.5;0.6;11.8;1.2
Blueberry Picnic Bars;Make and share this Blueberry Picnic Bars recipe from Food.com.;Bar Cookie;153.8;5.4;2.9;11.4;40.9;24.1;2.0;10.4;3.0
Coconut Orange Squares;Make and share this Coconut Orange Squares recipe from Food.com.;Bar Cookie;133.4;6.7;5.0;19.4;116.5;17.9;1.1;12.9;1.4
Peanut Butter Bars;Make and share this Peanut Butter Bars recipe from Food.com.;Bar Cookie;401.7;21.7;10.3;41.6;256.0;48.1;3.2;28.6;7.8
Hershey's Chewy Peanut Bars;I love baking, though I'm not a baker. This recipe was adopted by me February 2005. It's from Hershey's Kitchens - how could it not be delicious?;Dessert;230.2;10.4;6.0;31.4;140.5;29.9;1.3;22.6;5.0
Easy Sweet Potato Pie;Make and share this Easy Sweet Potato Pie recipe from Food.com.;Dessert;2942.6;111.9;46.2;393.3;2994.2;429.5;15.9;303.1;64.0
Hamburger Casserole;These are from a mimeographed, hand bound cookbook given to me by Lioness  Joan Nielsen of Marshall, Saskatchewan, about 20 years ago. Marshall isn't  quite Alberta, but it's just a few miles east of the border on Highway 16.    The book is full of prairie standbys so if you need more, let me know.    The can sizes aren't given. I would guess 14 ounces (400mL) but you may  have to experiment.;Meat;899.9;33.7;13.8;113.5;1176.4;100.7;8.5;9.1;45.4
Hamburger Casserole II;These are from a mimeographed, hand bound cookbook given to me by Lioness  Joan Nielsen of Marshall, Saskatchewan, about 20 years ago. Marshall isn't  quite Alberta, but it's just a few miles east of the border on Highway 16.    The book is full of prairie standbys so if you need more, let me know.    The can sizes aren't given. I would guess 14 ounces (400mL) but you may  have to experiment.         Hamburger Casserole  Lioness Marilyn Eric, Marshall;Meat;281.1;8.9;3.4;50.7;59.0;30.6;3.0;3.2;19.0
Blueberry Buckle Sheetcake;This has become  a favorite with family and friends as a breakfast treat for campouts and special days (like New Years Day!) Enjoy!;Dessert;402.7;13.9;5.9;43.8;294.5;65.6;2.0;35.0;5.4
Mc Donald's Pancakes;I haven't tried these yet....don't remember where the recipe came from.  CeeDee                          Mc Donald's Mc Pancakes;Breakfast;225.6;9.6;2.2;38.0;405.8;30.2;0.8;10.0;4.3
Crab Corn Pudding;Make and share this Crab Corn Pudding recipe from Food.com.;Crab;244.6;13.4;7.4;131.8;268.9;18.9;1.4;3.1;13.3
Easy Asian Chicken Soup;Make and share this Easy Asian Chicken Soup recipe from Food.com.;Asian;267.2;23.1;19.8;17.1;1111.7;6.5;0.9;1.3;12.2
Crunchy Cookie Cupcakes;Make and share this Crunchy Cookie Cupcakes recipe from Food.com.;Dessert;188.1;9.1;2.5;29.3;180.0;25.6;0.7;18.4;2.4
Gorditas;"""Gordita"" means ""little fat one"". Beware these are very rich!  LADIES HOME JOURNAL found these to be their favorite!";Meat;1018.6;85.8;35.2;119.3;2512.8;46.2;4.1;0.8;16.4
Japanese Cabbage Salad with Chicken;Make and share this Japanese Cabbage Salad with Chicken recipe from Food.com.;Chicken Breast;499.0;38.0;6.6;23.2;1059.4;28.9;4.5;10.6;12.9
Japanese Cabbage Salad;Make and share this Japanese Cabbage Salad recipe from Food.com.;Poultry;1526.7;111.5;18.0;92.8;2994.6;89.5;20.0;38.5;56.0
Diabetic Carrot-Raisin Salad;Make and share this Diabetic Carrot-Raisin Salad recipe from Food.com.;Pineapple;78.1;0.7;0.3;1.9;49.2;17.1;1.7;12.5;2.5
Shepherd's Pie;Make and share this Shepherd's Pie recipe from Food.com.;Meat;2391.1;133.4;58.2;450.2;900.4;196.4;25.6;14.8;110.8
Meatballs in BBQ Sauce;Make and share this Meatballs in BBQ Sauce recipe from Food.com.;Meat;6615.4;282.8;115.0;1417.8;11539.7;727.8;24.3;548.8;308.2
Pecan Blondies With Browned Butter Frosting;Make and share this Pecan Blondies With Browned Butter Frosting recipe from Food.com.;Dessert;122.0;4.7;2.2;20.4;71.0;19.5;0.3;15.1;1.1
Pecan Supremes;Make and share this Pecan Supremes recipe from Food.com.;Drop Cookies;158.4;9.1;4.4;25.3;76.4;18.5;0.9;11.3;1.9
Pumpkin Butter;Make and share this Pumpkin Butter recipe from Food.com.;Vegetable;437.0;0.1;0.0;0.0;234.7;113.7;0.6;112.0;0.5
Carrot Marmalade;Make and share this Carrot Marmalade recipe from Food.com.;Vegetable;3279.3;0.9;0.1;0.0;191.1;845.2;11.9;824.2;4.2
Acorn Magic Delights;Make and share this Acorn Magic Delights recipe from Food.com.;Dessert;148.4;9.9;4.4;13.6;52.0;14.8;0.9;7.2;1.6
Butter Pecan Cookies II;Make and share this Butter Pecan Cookies II recipe from Food.com.;Dessert;87.3;6.2;2.7;14.0;60.4;7.4;0.4;3.1;1.0
Coconut Bread;Make and share this Coconut Bread recipe from Food.com.;Quick Breads;214.6;12.6;3.6;26.7;97.3;23.4;1.2;13.4;3.1
Coconut Bread II;Make and share this Coconut Bread II recipe from Food.com.;Quick Breads;274.3;15.6;3.8;35.7;129.0;30.8;1.3;17.6;4.0
Peppered Cheddar Muffine;This recipe was in my latest issue of Southern Living and was submitted by Janice M. France of Louisville, KY and they are wonderful.  Peppered Cheddar Muffins;Quick Breads;2009.3;87.5;39.0;364.4;3239.3;229.1;7.1;14.0;74.4
Lemon Crumb Bars;Make and share this Lemon Crumb Bars recipe from Food.com.;Bar Cookie;217.1;9.1;4.1;47.0;267.7;30.9;0.4;18.8;3.5
Baked Cucumbers;Make and share this Baked Cucumbers recipe from Food.com.;Low Protein;98.0;6.2;3.8;15.3;628.5;11.3;1.6;5.0;2.1
Date Loaf Candies;Make and share this Date Loaf Candies recipe from Food.com.;Candy;66.0;1.8;0.5;1.6;4.8;12.7;0.4;11.9;0.5
Steak and Kidney Pie;Make and share this Steak and Kidney Pie recipe from Food.com.;Beef Organ Meats;1026.6;75.4;25.4;219.9;1013.0;33.0;2.9;4.1;51.6
Rosy Applesauce;This was a hit when my kids were younger--I had forgotten about this recipe until now-thanks for reminding me-it's applesauce weather.  (As much as it can be in Houston) Good luck-Linda   Rosy Applesauce Makes 4 cups;Low Protein;228.8;0.6;0.1;0.0;3.5;59.8;8.2;48.0;0.9
Hainanese Chicken Rice;Make and share this Hainanese Chicken Rice recipe from Food.com.;Whole Chicken;333.2;24.2;6.0;86.2;1334.3;5.7;0.4;4.4;22.2
Almond Chicken;Make and share this Almond Chicken recipe from Food.com.;Chicken Breast;266.2;14.4;3.2;69.6;944.0;7.5;1.0;0.5;25.8
Chao Ga (Arroz Caldo);Make and share this Chao Ga (Arroz Caldo) recipe from Food.com.;Poultry;1019.7;41.8;10.9;170.1;1231.9;103.7;2.8;2.1;52.0
Chicken with Mushrooms;Serve this on a dish surrounded with nutty brown rice or tagliatelle verde.  White wine or brandy may be used to deglaze the pan in place of sherry.;Chicken;435.2;27.6;7.7;106.0;105.1;7.1;1.0;2.5;32.8
Chicken Fritada;Make and share this Chicken Fritada recipe from Food.com.;Breakfast;615.0;39.0;10.4;170.1;556.7;19.6;3.3;3.8;44.8
Chicken in Tomato Gravy;This is one of the Zaar recipes that I adopted.  I hope to make this soon as it looks like a dish my family would enjoy.  Iâll edit the recipe accordingly if needed.;Whole Chicken;217.2;16.1;3.4;42.5;368.4;6.9;1.4;4.0;11.9
Chicken Chasseur;Make and share this Chicken Chasseur recipe from Food.com.;Chicken;557.2;32.7;8.8;157.9;743.4;18.5;3.3;7.1;37.3
Buttermilk Cornbread;This is in the latest issue of Southern Living (love this magazine) and was contributed by Mary Lynn Hanily of Tuscaloosa, AL.  Buttermilk Cornbread;Quick Breads;110.3;4.8;0.9;24.5;226.5;14.2;1.1;1.6;3.1
Braised Duck with Onion;Make and share this Braised Duck with Onion recipe from Food.com.;Poultry;5782.8;553.5;174.8;963.7;4168.9;30.8;4.1;9.7;150.4
Caramel Topped Pecan Cheesecake;Make and share this Caramel Topped Pecan Cheesecake recipe from Food.com.;Cheesecake;6268.6;430.8;203.8;1580.0;3666.9;554.4;13.8;471.6;80.5
Kung Pao Chicken;Make and share this Kung Pao Chicken recipe from Food.com.;Chicken Breast;648.6;15.3;2.4;57.2;1129.3;90.5;3.8;4.9;32.6
Zucchini Quiche;Make and share this Zucchini Quiche recipe from Food.com.;Savory Pies;247.4;17.8;10.5;141.5;325.4;6.6;1.1;3.2;15.8
Bacon Biscuits;Make and share this Bacon Biscuits recipe from Food.com.;Breads;1384.5;104.0;58.2;437.4;1768.1;70.2;2.3;0.6;42.1
Egg Kichelach;Make and share this Egg Kichelach recipe from Food.com.;Drop Cookies;71.5;5.2;0.8;26.4;8.9;4.7;0.1;0.8;1.3
Sugar Kichelach;Make and share this Sugar Kichelach recipe from Food.com.;Dessert;956.2;38.7;6.9;423.0;1305.9;120.0;4.2;1.2;28.7
Egg Kichelach;Make and share this Egg Kichelach recipe from Food.com.;Drop Cookies;57.9;4.2;0.6;21.1;26.5;4.1;0.1;0.9;1.1
Poppy Seed Kichelach;Make and share this Poppy Seed Kichelach recipe from Food.com.;Drop Cookies;53.2;3.9;0.6;17.6;22.3;3.6;0.2;0.9;1.1
Chinese Kung Pao Chicken;Make and share this Chinese Kung Pao Chicken recipe from Food.com.;Chicken Breast;537.1;23.0;3.7;97.2;2179.0;38.9;6.0;18.0;44.2
Caprese;Make and share this Caprese recipe from Food.com.;European;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Mushroom Alfredo;Make and share this Mushroom Alfredo recipe from Food.com.;< 15 Mins;117.9;7.5;2.8;9.8;603.9;8.3;0.5;2.0;4.9
Pork Frittata with Spicy Apples;Make and share this Pork Frittata with Spicy Apples recipe from Food.com.;Pork;558.0;34.4;13.2;147.3;132.4;38.1;6.0;16.2;25.4
Greek Chicken and Rice;Make and share this Greek Chicken and Rice recipe from Food.com.;Chicken;1068.7;46.3;18.3;224.1;627.3;89.4;3.0;7.8;68.7
Chicken Teriyaki with Cashew Pineapple Rice;Make and share this Chicken Teriyaki with Cashew Pineapple Rice recipe from Food.com.;Chicken;659.9;30.8;6.7;72.6;3312.8;64.0;1.2;51.1;32.4
Bo-Peeps;Make and share this Bo-Peeps recipe from Food.com.;Dessert;107.4;5.1;3.0;21.5;62.6;14.4;0.6;5.7;1.3
English Muffin Bread;Make and share this English Muffin Bread recipe from Food.com.;Yeast Breads;261.4;2.2;1.0;5.7;435.9;51.1;2.0;1.2;8.3
Indian Onion Relish;I am trying to find out what ingredients are in the onion stuff that every Indian restaurant I've ever been to gives you to have with your meal. It's obviously diced onions, and it is a bright or deep red, sometimes even an orange color.  It's usually spicy hot to varying degrees, depending on the restaurant.  Thanks in advance!   Madhur Jaffrey's book _Indian Cooking_ describes this as being one of the relishes that may be served with almost every Indian meal, also familiar to people who dine in Indian restaurants.  Perhaps this is what you are looking for, but if not, you might try other Indian cookbooks for onion chutney recipes.  It should be under the condiments section.   Indian Onion Relish  Serves 4;Asian;53.5;0.2;0.1;0.0;1747.9;13.3;1.9;5.3;1.2
WW2 War Cake;An eggless, almost fatless, milkless cake, very aptly named - it was popular during wartime shortages. It is dense and delicious uniced. For those who yearn for a good cake, but must resist fat, this will do it.;Dessert;172.4;4.5;0.5;0.0;137.7;32.3;1.1;20.1;2.2
Lazy Man's Cabbage Rolls;Make and share this Lazy Man's Cabbage Rolls recipe from Food.com.;White Rice;516.6;18.4;5.7;76.1;1128.6;55.9;6.5;26.8;32.7
Apple-Cheese Casserole;Make and share this Apple-Cheese Casserole recipe from Food.com.;Cheese;817.9;36.1;22.8;105.8;1046.2;117.5;8.3;87.7;12.6
Seven Layer Salad;Make and share this Seven Layer Salad recipe from Food.com.;Vegetable;264.5;20.0;6.5;131.7;358.3;10.4;3.6;4.7;11.0
Blond Brownies in a Jar;Make and share this Blond Brownies in a Jar recipe from Food.com.;Bar Cookie;1712.5;44.4;14.9;0.0;1203.8;322.7;10.8;215.2;18.1
Chocolate Brownies in a Jar;Make and share this Chocolate Brownies in a Jar recipe from Food.com.;Bar Cookie;180.7;8.6;4.2;50.5;165.2;25.4;1.2;18.9;2.5
Cinnamon Roll Fillings;Some folks use Craisins in place of raisins as done in the Banbury Tart recipe.  It is also great as a filling for cinnamon rolls. I have included three filling  combinations - and I will vouch for the Orange-Craisin combination. Hope these  are useful.       Cinnamon Roll Fillings   Basic Cinnamon;Dessert;1733.6;75.1;6.1;0.0;374.2;264.1;24.2;214.9;29.9
Fried Cornbread II;Make and share this Fried Cornbread II recipe from Food.com.;Breads;72.4;1.4;0.4;27.7;231.1;12.2;1.0;1.5;3.1
Brownies in a Jar;Make and share this Brownies in a Jar recipe from Food.com.;Bar Cookie;183.8;8.5;4.0;46.2;174.8;25.5;0.8;18.9;2.4
Civil War Pound Cake;Make and share this Civil War Pound Cake recipe from Food.com.;Dessert;627.8;34.4;20.5;220.9;278.0;65.4;1.1;33.7;8.8
Autumn Moon Cafe's Apple Crisp;Make and share this Autumn Moon Cafe's Apple Crisp recipe from Food.com.;Dessert;821.1;33.3;19.9;81.3;219.3;124.5;4.5;75.1;9.6
Fantastic Focaccia Bread;This is one of my adopted recipes.  I haven't made this one yet, but am looking forward to trying it.;Breads;925.0;65.7;39.2;236.1;2093.8;14.2;1.9;6.1;69.3
Shrimp Newburg;Make and share this Shrimp Newburg recipe from Food.com.;< 15 Mins;398.8;32.8;20.3;150.8;939.2;12.7;0.8;0.5;9.4
Cheese Apples;Make and share this Cheese Apples recipe from Food.com.;Cheese;1021.4;46.6;29.2;122.0;328.1;147.7;1.7;100.1;6.9
Chicken Mole;Make and share this Chicken Mole recipe from Food.com.;Chicken Breast;196.5;4.6;0.9;75.5;172.9;12.5;2.3;7.0;26.9
Feaver's Pumpkin Fudge;Make and share this Feaver's Pumpkin Fudge recipe from Food.com.;Candy;3103.5;54.6;15.0;34.2;855.2;668.5;1.2;617.8;9.2
Sylvia's Famous Spareribs;These are the real thing. People come from around the corner, around the  city,  and around the world to eat these ribs at Sylvia's. The secret? Tangy, not  too  sweet barbecue sauce and a special way of preparing the ribs that's described   here.;< 15 Mins;982.3;60.6;22.1;240.0;2151.9;48.9;2.5;43.4;59.7
Quick 'n' Tasty Alfredo Sauce;Make and share this Quick 'n' Tasty Alfredo Sauce recipe from Food.com.;Sauces;1044.7;90.3;55.8;223.8;1737.6;14.3;0.0;1.3;46.1
Seafoam Cake;Make and share this Seafoam Cake recipe from Food.com.;Dessert;225.3;0.2;0.0;0.0;114.2;49.9;0.4;37.9;6.1
Homemade Cottage Cheese;Make and share this Homemade Cottage Cheese recipe from Food.com.;Cheese;0.0;0.0;0.0;0.0;28.4;0.0;0.0;0.0;0.0
Grandma Hornsby's Homemade Noodles;Make and share this Grandma Hornsby's Homemade Noodles recipe from Food.com.;Healthy;528.5;6.2;1.7;211.5;653.9;95.8;3.4;0.7;19.2
Gingerbread Man Cookies;Make and share this Gingerbread Man Cookies recipe from Food.com.;Dessert;1919.0;49.1;10.2;0.0;939.0;335.5;9.6;77.5;33.1
Bruschetta;Make and share this Bruschetta recipe from Food.com.;European;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Cheese and Onion Pie;This is a recipe passed along from my grandmother...not sure where she got it though.  It's one of those dishes that you either love or hate.  I love it!;Cheese;3912.2;290.3;136.5;525.0;5056.2;177.4;6.1;3.2;147.5
Good Season's Italian Dressing;Make and share this Good Season's Italian Dressing recipe from Food.com.;European;1414.8;145.7;18.9;0.0;13970.8;28.8;3.5;13.6;2.9
Peanut Patties;Make and share this Peanut Patties recipe from Food.com.;Candy;200.3;7.9;1.3;1.4;13.6;31.1;1.3;24.0;4.3
Bobbing Apple Punch;Make and share this Bobbing Apple Punch recipe from Food.com.;Punch Beverage;140.2;0.3;0.0;0.0;10.4;35.6;2.5;30.6;0.8
Lemon Squares;Make and share this Lemon Squares recipe from Food.com.;Bar Cookie;240.3;10.3;6.2;66.7;87.5;34.8;0.4;23.1;2.9
Cabbage Roll Taste Alike;Make and share this Cabbage Roll Taste Alike recipe from Food.com.;Vegetable;866.9;81.0;33.5;112.4;616.8;23.0;5.1;15.7;12.9
Buttermilk Dressing;Make and share this Buttermilk Dressing recipe from Food.com.;Low Protein;531.2;55.0;8.0;4.0;112.2;8.9;0.5;5.9;3.8
Feta Dressing;Feta Dressing  Feta is lower in fat than many other cheeses but still has plenty of flavor.    Yields: 1/2 cup;Very Low Carbs;827.5;79.8;25.5;107.2;1355.4;7.7;1.5;5.1;17.5
Dirk's Hot Sauce;Make and share this Dirk's Hot Sauce recipe from Food.com.;Low Protein;294.4;1.9;0.3;0.0;993.7;68.6;12.3;39.0;11.0
Pumpkin Fudge;Make and share this Pumpkin Fudge recipe from Food.com.;Candy;86.5;0.5;0.3;1.8;6.9;20.7;0.0;20.0;0.4
Baked Barbecue Sauce Chicken;Make and share this Baked Barbecue Sauce Chicken recipe from Food.com.;Chicken;317.8;19.3;5.4;86.2;279.2;13.3;0.7;11.2;21.9
Creamy Turkey Pie;Make and share this Creamy Turkey Pie recipe from Food.com.;Poultry;349.6;15.8;5.9;123.0;458.7;25.1;2.1;4.5;25.8
Caribbean Chicken;This recipe was originally named Caribbean Jerk Chicken.   However it's not a true jerk chicken recipe.   With the help of Toni who was kind enough to help me we have come up with a more appropriate name.   Hope you enjoy it.;Chicken;178.0;5.0;1.0;72.5;572.1;2.2;0.3;0.3;29.6
Baked Acorn Squash With Spicy Maple Syrup;Make and share this Baked Acorn Squash With Spicy Maple Syrup recipe from Food.com.;Vegetable;143.6;4.0;2.5;10.2;7.2;28.4;2.2;12.1;1.2
Sweet Potato Pie II;Make and share this Sweet Potato Pie II recipe from Food.com.;Dessert;258.0;13.5;6.6;61.1;185.3;31.3;0.5;20.0;3.6
Ramen Foo Yung;Make and share this Ramen Foo Yung recipe from Food.com.;< 15 Mins;615.6;34.3;16.8;402.5;1975.0;54.7;2.0;1.7;21.6
Red Capsicum Toasts;Went to a wee do on Saturday and everyone had to bring a finger food that was a  bit different.  I took these and they were delicious, the lime just finishes  them off.  We all decided the mixture would make a nice 'chutney' for cold meats too.;Low Protein;436.6;14.6;2.0;0.0;35.1;59.4;7.9;47.9;3.9
Rhubarb Crunch;Make and share this Rhubarb Crunch recipe from Food.com.;Dessert;322.4;10.8;2.2;0.0;129.0;54.7;2.2;35.6;3.0
Orange Bread;Make and share this Orange Bread recipe from Food.com.;Quick Breads;379.9;8.7;1.8;30.7;491.7;70.2;2.8;41.3;7.5
Orange Butterscotch Walnut Clusters;Make and share this Orange Butterscotch Walnut Clusters recipe from Food.com.;Candy;2193.4;135.5;23.8;67.1;218.9;236.9;11.9;204.4;35.4
Fried Rice Casserole;Make and share this Fried Rice Casserole recipe from Food.com.;Rice;338.8;9.5;1.3;0.0;1148.9;56.1;1.4;0.5;6.0
Pierogi Dough;Make and share this Pierogi Dough recipe from Food.com.;Russian;2858.5;61.8;10.9;634.5;740.6;479.2;16.9;2.8;83.4
Butter Tart Slice;Make and share this Butter Tart Slice recipe from Food.com.;Dessert;1702.5;92.6;19.1;0.0;1082.8;198.1;5.1;53.9;20.4
Butter Tarts;Make and share this Butter Tarts recipe from Food.com.;Dessert;88.1;3.5;2.0;34.1;39.4;13.9;0.0;10.6;0.8
Butter Tarts II;Make and share this Butter Tarts II recipe from Food.com.;Dessert;583.7;28.4;15.6;149.1;304.8;83.4;2.9;76.8;4.8
Velveeta Cheese Fudge;Make and share this Velveeta Cheese Fudge recipe from Food.com.;Candy;3007.0;117.5;35.0;89.6;2752.0;477.1;4.0;453.3;23.3
Pizzelle Waffle Cones;Make and share this Pizzelle Waffle Cones recipe from Food.com.;European;116.0;5.4;3.2;40.1;87.8;14.9;0.2;7.6;2.0
Dot's Creamy Fudge;Make and share this Dot's Creamy Fudge recipe from Food.com.;Candy;2570.2;108.5;30.0;71.7;2390.2;388.5;5.7;363.8;23.4
Mrs. Field's Lemon Macadamia Cookies;Make and share this Mrs. Field's Lemon Macadamia Cookies recipe from Food.com.;Drop Cookies;135.1;8.1;3.0;16.1;65.9;14.9;0.7;8.9;1.6
Hush Puppies;Make and share this Hush Puppies recipe from Food.com.;Healthy;44.2;0.5;0.1;9.1;169.4;8.6;0.5;0.5;1.4
Southern Spoon Bread;Make and share this Southern Spoon Bread recipe from Food.com.;Breads;212.5;12.3;6.7;119.0;699.2;20.4;1.5;2.3;6.2
